trial,item,correct
amazon_nova-pro-v1:0,id5,1
amazon_nova-pro-v1:0,id6,0
amazon_nova-pro-v1:0,id7,1
amazon_nova-pro-v1:0,id8,0
amazon_nova-pro-v1:0,id9,0
amazon_nova-pro-v1:0,id10,1
amazon_nova-pro-v1:0,id11,0
amazon_nova-pro-v1:0,id12,1
amazon_nova-pro-v1:0,id13,1
amazon_nova-pro-v1:0,id14,1
amazon_nova-pro-v1:0,id15,1
amazon_nova-pro-v1:0,id16,1
amazon_nova-pro-v1:0,id17,1
amazon_nova-pro-v1:0,id18,1
amazon_nova-pro-v1:0,id19,1
amazon_nova-pro-v1:0,id20,1
amazon_nova-pro-v1:0,id21,0
amazon_nova-pro-v1:0,id22,0
amazon_nova-pro-v1:0,id23,1
amazon_nova-pro-v1:0,id24,0
amazon_nova-pro-v1:0,id25,1
amazon_nova-pro-v1:0,id26,0
amazon_nova-pro-v1:0,id27,0
amazon_nova-pro-v1:0,id28,0
amazon_nova-pro-v1:0,id29,1
amazon_nova-pro-v1:0,id30,1
amazon_nova-pro-v1:0,id31,0
amazon_nova-pro-v1:0,id32,1
amazon_nova-pro-v1:0,id33,1
amazon_nova-pro-v1:0,id34,0
amazon_nova-pro-v1:0,id35,1
amazon_nova-pro-v1:0,id36,0
amazon_nova-pro-v1:0,id37,1
amazon_nova-pro-v1:0,id38,0
amazon_nova-pro-v1:0,id39,0
amazon_nova-pro-v1:0,id40,1
amazon_nova-pro-v1:0,id41,1
amazon_nova-pro-v1:0,id42,0
amazon_nova-pro-v1:0,id43,1
amazon_nova-pro-v1:0,id44,1
amazon_nova-pro-v1:0,id45,1
amazon_nova-pro-v1:0,id46,1
amazon_nova-pro-v1:0,id47,1
amazon_nova-pro-v1:0,id48,0
amazon_nova-pro-v1:0,id49,1
amazon_nova-pro-v1:0,id50,0
amazon_nova-pro-v1:0,id51,1
amazon_nova-pro-v1:0,id52,0
amazon_nova-pro-v1:0,id53,1
amazon_nova-pro-v1:0,id54,0
amazon_nova-pro-v1:0,id55,1
amazon_nova-pro-v1:0,id56,0
amazon_nova-pro-v1:0,id57,0
amazon_nova-pro-v1:0,id58,0
amazon_nova-pro-v1:0,id59,1
amazon_nova-pro-v1:0,id60,1
amazon_nova-pro-v1:0,id61,1
amazon_nova-pro-v1:0,id62,1
amazon_nova-pro-v1:0,id63,1
amazon_nova-pro-v1:0,id64,1
amazon_nova-pro-v1:0,id65,0
amazon_nova-pro-v1:0,id66,1
amazon_nova-pro-v1:0,id67,0
amazon_nova-pro-v1:0,id68,1
amazon_nova-pro-v1:0,id69,1
amazon_nova-pro-v1:0,id70,0
amazon_nova-pro-v1:0,id71,0
amazon_nova-pro-v1:0,id72,1
amazon_nova-pro-v1:0,id73,0
amazon_nova-pro-v1:0,id74,0
amazon_nova-pro-v1:0,id75,1
amazon_nova-pro-v1:0,id76,1
